datatype,transform,modelSeed,learning_rate,optimizer_name,blocks,padding,stride,kernel_size,real_best_mae_epoch,real_best_mae,tbdir
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,1,0.5440368056297302,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,28,0.1720343679189682,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,28,0.1473646014928817,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,29,0.3485135734081268,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,29,0.4793767929077148,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,19,0.2684804201126098,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.2246482372283935,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,28,0.2163457125425338,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,28,0.3170599937438965,
,transform_padding,94,2.0708485661206484e-05,SGD,4,4,4,5,8,0.4492289423942566,
,transform_padding,99,0.0136939864723756,SGD,4,4,2,7,29,0.1550282090902328,
,transform_padding,76,0.0030070162326071,SGD,4,4,2,7,26,0.1958501785993576,
,transform_padding,78,0.0295639882241421,SGD,4,4,2,7,22,0.1549938917160034,
,transform_padding,70,0.0359286105947178,SGD,4,4,2,3,18,0.2115643471479416,
,transform_padding,79,0.0336400390325894,SGD,4,6,6,5,29,0.3867521286010742,
,transform_padding,84,0.0910492703880982,SGD,4,4,2,7,23,0.145437404513359,
,transform_padding,65,0.0852598623416662,SGD,3,4,2,7,19,0.1787056773900985,
,transform_padding,87,0.0038985908561516,SGD,4,2,6,3,0,0.5470277667045593,
,transform_padding,64,0.0328999009404944,RMSprop,4,6,4,5,9,0.546867847442627,
,transform_padding,88,0.0976199944613017,SGD,3,4,2,7,10,0.2045891731977462,
,transform_padding,78,0.0318807088741989,SGD,4,4,2,7,29,0.1512757390737533,
,transform_padding,86,0.0378133557201923,SGD,4,4,2,7,29,0.1607300490140915,
,transform_padding,68,0.0153079789131822,SGD,4,4,2,7,28,0.1618085354566574,
,transform_padding,84,0.0326852446562814,SGD,4,4,2,7,23,0.150285929441452,
,transform_padding,89,0.049624259553013,SGD,4,4,2,7,24,0.1398070454597473,
,transform_padding,6,0.0560179565546443,SGD,4,4,2,7,25,0.1506606340408325,
,transform_padding,93,0.0993513810194266,Adam,4,2,4,3,5,0.5381299257278442,
,transform_padding,61,0.0103268574037461,RMSprop,3,4,2,5,29,0.1721623837947845,
,transform_padding,17,0.0476884538080522,SGD,4,6,6,7,3,0.3702359199523926,
,transform_padding,73,0.0616210203838959,Adam,5,4,2,7,0,0.5466442704200745,
,transform_padding,84,0.0210658223445084,SGD,4,4,2,7,26,0.1477862298488617,
,transform_padding,83,0.0199594973246832,SGD,4,4,2,7,29,0.1517145633697509,
,transform_padding,91,0.0573144088908608,SGD,4,4,2,7,16,0.148105576634407,
,transform_padding,100,0.020827182493952,SGD,4,4,2,7,26,0.1522779762744903,
,transform_padding,83,0.0596573902559023,SGD,5,2,2,7,22,0.1564061641693115,
,transform_padding,43,0.0092735973084364,RMSprop,4,4,6,7,11,0.2861752510070801,
,transform_padding,92,0.0200852935643568,Adam,5,4,2,7,1,0.5451647639274597,
,transform_padding,59,0.056033267521617,SGD,3,4,2,7,6,0.1933441162109375,
,transform_padding,71,0.0063266989119187,RMSprop,4,2,4,3,4,0.3621551990509033,
,transform_padding,95,0.0224253777176382,SGD,5,6,2,7,26,0.1631249636411667,
,transform_padding,90,0.0529173370426654,SGD,4,4,2,7,23,0.1568314880132675,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,19,0.5464342832565308,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,29,0.1672521531581878,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,13,0.1513437628746032,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,29,0.2954262793064117,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,29,0.5425481796264648,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,20,0.2495190948247909,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.5158054828643799,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,29,0.1811286211013794,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,13,0.2379400730133056,
,transform_padding,94,2.0708485661206484e-05,SGD,4,4,4,5,1,0.4288920164108276,
,transform_padding,99,0.0136939864723756,SGD,4,4,2,7,29,0.1578293591737747,
,transform_padding,76,0.0030070162326071,SGD,4,4,2,7,28,0.1857688128948211,
,transform_padding,78,0.0295639882241421,SGD,4,4,2,7,28,0.1580282151699066,
,transform_padding,78,0.0359286105947178,SGD,4,4,2,3,29,0.1755255758762359,
,transform_padding,88,0.0051498563365056,SGD,4,6,6,5,18,0.3680541515350342,
,transform_padding,69,0.022729045088307,SGD,4,4,2,7,28,0.1520343422889709,
,transform_padding,65,0.0394179209879416,SGD,3,4,2,7,29,0.1864140033721923,
,transform_padding,71,0.0862574134835177,SGD,4,2,6,3,0,0.5465763807296753,
,transform_padding,65,0.0022073586476372,RMSprop,4,6,4,5,14,0.2718764841556549,
,transform_padding,86,0.0201543158214122,SGD,3,4,2,7,29,0.1824800819158554,
,transform_padding,100,0.0147228171736221,SGD,4,4,2,7,28,0.1554602831602096,
,transform_padding,86,0.0378133557201923,SGD,4,4,2,7,28,0.1517199277877807,
,transform_padding,85,0.049117908831172,SGD,4,4,2,7,29,0.1776286959648132,
,transform_padding,64,0.0299279909219138,SGD,4,4,2,7,28,0.1474850177764892,
,transform_padding,60,0.0421223999048777,SGD,4,4,2,7,28,0.1510073989629745,
,transform_padding,61,0.0921482818995168,SGD,4,4,2,7,26,0.1378910541534423,
,transform_padding,44,0.0993513810194266,Adam,4,2,4,3,0,0.5396644473075867,
,transform_padding,62,0.007999756618792,RMSprop,3,4,2,5,29,0.1234185099601745,
,transform_padding,39,0.0071333433875193,RMSprop,3,6,6,5,25,0.2778090834617615,
,transform_padding,25,0.0115986301730236,RMSprop,3,4,2,5,29,0.1552807688713073,
,transform_padding,56,0.0507381411723001,RMSprop,3,4,2,5,29,0.3012587428092956,
,transform_padding,62,0.0287211269809629,RMSprop,3,4,2,5,25,0.1320986449718475,
,transform_padding,61,0.0241464162790034,RMSprop,3,4,2,5,23,0.1237316876649856,
,transform_padding,46,0.0216335645913736,RMSprop,3,4,2,5,28,0.1786253452301025,
,transform_padding,60,0.0107571659222339,RMSprop,3,4,2,5,29,0.1523540318012237,
,transform_padding,58,0.0598294809636243,RMSprop,3,2,2,5,28,0.2866371870040893,
,transform_padding,71,0.0243334791122277,RMSprop,3,4,6,5,11,0.3889564275741577,
,transform_padding,20,0.0646905918587342,RMSprop,5,4,2,5,29,0.5465517044067383,
,transform_padding,40,0.0086846686892653,RMSprop,3,2,2,5,27,0.1512413918972015,
,transform_padding,50,0.0043985003320364,RMSprop,3,4,4,5,21,0.2243568748235702,
,transform_padding,63,0.0284011791425522,Adam,5,4,2,5,1,0.5462422370910645,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,0,0.5515612363815308,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,28,0.2119300812482834,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,28,0.2026798129081726,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,28,0.4234427809715271,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,16,0.4398767352104187,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,6,0.2984194755554199,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.2783905267715454,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,29,0.2225480079650879,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,24,0.315254658460617,
,transform_padding,94,2.0708485661206484e-05,SGD,4,4,4,5,5,0.4346399009227752,
,transform_padding,99,0.0136939864723756,SGD,4,4,2,7,29,0.2165193855762481,
,transform_padding,78,0.0265725808597423,SGD,5,4,2,7,22,0.2165382355451584,
,transform_padding,80,0.0029780054829285,SGD,4,4,2,7,24,0.2307704389095306,
,transform_padding,80,0.0284674128349914,SGD,3,4,2,3,2,0.2390116453170776,
,transform_padding,69,0.0348965946571749,SGD,5,6,6,5,5,0.4247715473175049,
,transform_padding,90,0.0038455845848535,SGD,4,4,2,7,28,0.2238148301839828,
,transform_padding,67,0.0852598623416662,SGD,4,4,2,7,29,0.2168417572975158,
,transform_padding,88,0.0143456245508017,SGD,5,2,6,3,0,0.5517638921737671,
,transform_padding,67,0.0371278980044358,RMSprop,3,6,4,5,24,0.2856868505477905,
,transform_padding,100,0.0022811287575472,SGD,5,4,2,7,29,0.3005852103233337,
,transform_padding,99,0.01233352850492,SGD,4,4,2,7,29,0.218105673789978,
,transform_padding,86,0.0110723236956696,SGD,4,4,2,7,29,0.217086374759674,
,transform_padding,100,0.041058856644552,SGD,4,4,2,7,29,0.2122821062803268,
,transform_padding,72,0.0299279909219138,SGD,4,4,2,7,28,0.2125255167484283,
,transform_padding,85,0.0423386899212652,SGD,4,4,2,7,29,0.2095632553100586,
,transform_padding,60,0.0921684133374883,SGD,4,4,2,7,22,0.2125152051448822,
,transform_padding,85,0.0510274301209518,Adam,3,6,4,3,3,0.44308802485466,
,transform_padding,3,0.0236392818634789,RMSprop,4,2,2,5,24,0.1909159868955612,
,transform_padding,3,0.053733193054563,RMSprop,4,2,6,5,29,0.4825057983398437,
,transform_padding,18,0.051770475615357,RMSprop,4,2,2,5,29,0.4470886588096618,
,transform_padding,41,0.0210255481445573,RMSprop,4,2,2,5,28,0.2081125080585479,
,transform_padding,24,0.0237756719074329,RMSprop,4,2,2,5,29,0.1858149021863937,
,transform_padding,20,0.0059473027440375,RMSprop,4,2,2,5,22,0.1969299912452697,
,transform_padding,15,0.0066021376273212,RMSprop,4,2,2,5,22,0.1703706979751587,
,transform_padding,17,0.0066985763909072,RMSprop,4,2,2,5,29,0.2018683850765228,
,transform_padding,18,0.0043861953724846,RMSprop,4,2,2,5,29,0.1688233613967895,
,transform_padding,12,0.0043920304257527,RMSprop,4,2,6,5,12,0.4387762546539306,
,transform_padding,27,0.0016120177062223,RMSprop,4,2,2,5,29,0.1891733407974243,
,transform_padding,24,0.0018441283202419,RMSprop,3,2,2,5,24,0.212102934718132,
,transform_padding,29,0.0011231993462271,RMSprop,4,2,4,5,5,0.28791344165802,
,transform_padding,3,0.0045423284073019,RMSprop,4,2,2,5,28,0.1964298486709594,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,1,0.554767370223999,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,29,0.1455870866775512,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,24,0.1519093364477157,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,26,0.3801745176315307,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,28,0.4757517278194427,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,15,0.2530698776245117,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.1607494950294494,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,29,0.2169005125761032,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,21,0.2564594745635986,
,transform_padding,98,1.056790089450164e-05,SGD,5,4,4,5,4,0.4655730128288269,
,transform_padding,96,0.0136939864723756,SGD,4,4,2,7,29,0.1514016985893249,
,transform_padding,100,0.0030070162326071,SGD,4,4,2,7,29,0.1703546047210693,
,transform_padding,80,0.0177087471496823,SGD,4,4,2,7,17,0.1710553169250488,
,transform_padding,80,0.0022943418230409,SGD,3,4,2,3,27,0.2189317196607589,
,transform_padding,87,0.0287335205817641,SGD,5,6,6,5,3,0.4268327355384826,
,transform_padding,67,0.0078148283167517,SGD,4,4,2,7,27,0.1698179244995117,
,transform_padding,90,0.0294558446620244,SGD,4,4,2,7,23,0.1525467634201049,
,transform_padding,68,0.0005279980331125,SGD,5,2,6,3,0,0.5548750162124634,
,transform_padding,10,0.0133465685570984,RMSprop,3,6,4,5,20,0.2316600084304809,
,transform_padding,91,0.0040753168601206,SGD,5,4,2,7,29,0.2195077985525131,
,transform_padding,75,0.0376548505278873,SGD,4,4,2,7,19,0.1495482325553894,
,transform_padding,68,0.0338774961362335,SGD,4,4,2,7,25,0.1532360762357711,
,transform_padding,100,0.0427354608017588,SGD,4,4,2,7,28,0.1514686197042465,
,transform_padding,85,0.0181574756659314,SGD,4,4,2,7,23,0.1540831923484802,
,transform_padding,73,0.0109214246498863,SGD,4,4,2,7,27,0.1621136665344238,
,transform_padding,92,0.0916884409857126,SGD,4,4,2,7,29,0.1469371318817138,
,transform_padding,64,0.0993513810194266,Adam,3,2,4,3,25,0.333819031715393,
,transform_padding,92,0.0504800557192293,RMSprop,4,4,2,5,9,0.5548099279403687,
,transform_padding,82,0.0520286846616841,SGD,5,6,6,7,8,0.3270741403102875,
,transform_padding,74,0.0912115005897858,Adam,5,4,2,7,0,0.5542554259300232,
,transform_padding,94,0.0284820174482372,SGD,4,4,2,7,27,0.1615741401910781,
,transform_padding,93,0.0223908367049225,SGD,4,4,2,7,22,0.1528606712818145,
,transform_padding,84,0.0476722636060761,SGD,4,4,2,7,17,0.1465787887573242,
,transform_padding,59,0.0566773203473819,SGD,4,4,2,7,15,0.1501419395208358,
,transform_padding,75,0.0486173558751485,SGD,4,2,2,7,27,0.1462332308292389,
,transform_padding,84,0.0529201428014075,Adam,3,2,2,7,26,0.1988297700881958,
,transform_padding,20,0.023314203370049,SGD,4,2,2,7,16,0.1477392017841339,
,transform_padding,43,0.0986831893141293,RMSprop,5,2,4,3,0,0.5548750162124634,
,transform_padding,61,0.0603172144952171,SGD,4,2,2,7,28,0.1451651006937027,
,transform_padding,60,0.0521525533611249,SGD,4,2,2,7,14,0.1407019793987274,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,29,0.5209292769432068,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,19,0.1615011543035507,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,29,0.1458154022693634,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,28,0.3522429466247558,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,29,0.4503118693828583,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,12,0.2445863485336303,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.1647775769233703,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,28,0.179358035326004,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,28,0.2474601715803146,
,transform_padding,94,2.0708485661206484e-05,SGD,4,4,4,5,19,0.4374676644802093,
,transform_padding,99,0.0136939864723756,SGD,4,4,2,7,29,0.1581939905881881,
,transform_padding,76,0.0030070162326071,SGD,4,4,2,7,28,0.1688024401664734,
,transform_padding,78,0.0295639882241421,SGD,4,4,2,7,29,0.1539349555969238,
,transform_padding,70,0.0359286105947178,SGD,4,4,2,3,26,0.1539743989706039,
,transform_padding,79,0.0336400390325894,SGD,4,6,6,5,29,0.367279052734375,
,transform_padding,84,0.0910492703880982,SGD,4,4,2,7,29,0.1340318471193313,
,transform_padding,65,0.0852598623416662,SGD,3,4,2,7,21,0.1508358120918274,
,transform_padding,87,0.0038985908561516,SGD,4,2,6,3,0,0.5679236650466919,
,transform_padding,64,0.0328999009404944,RMSprop,4,6,4,5,1,0.5677728652954102,
,transform_padding,88,0.0976199944613017,SGD,3,4,2,7,29,0.1552032083272934,
,transform_padding,63,0.0954355925066903,SGD,3,4,2,7,29,0.1454046070575714,
,transform_padding,86,0.037597124391512,SGD,3,4,2,7,25,0.1564823389053344,
,transform_padding,62,0.0153079789131822,SGD,3,4,2,7,28,0.1612586975097656,
,transform_padding,72,0.0595012548842811,SGD,3,4,2,7,28,0.154543250799179,
,transform_padding,81,0.0444731933926834,SGD,4,4,2,7,24,0.1408728063106537,
,transform_padding,6,0.0253543725917984,SGD,3,4,2,7,28,0.1494496464729309,
,transform_padding,85,0.0993513810194266,Adam,4,2,4,3,14,0.4349312782287597,
,transform_padding,18,0.0414031873579096,RMSprop,3,4,2,5,29,0.1573824137449264,
,transform_padding,46,0.0476884538080522,SGD,4,6,6,7,8,0.3180384635925293,
,transform_padding,61,0.0115986301730236,Adam,5,4,2,7,25,0.2318098992109298,
,transform_padding,83,0.0559915723495447,SGD,4,4,2,7,25,0.1423087865114212,
,transform_padding,70,0.0522936118022577,SGD,4,4,2,7,29,0.1298892498016357,
,transform_padding,95,0.0225445289511263,SGD,4,4,2,7,24,0.1448498666286468,
,transform_padding,82,0.0479623753750261,SGD,4,4,2,7,27,0.1512011438608169,
,transform_padding,72,0.0546229980098557,SGD,4,4,2,7,28,0.1333942711353302,
,transform_padding,71,0.0211508224849832,RMSprop,4,2,2,7,29,0.1602277308702469,
,transform_padding,93,0.0082355772904302,SGD,4,4,6,7,9,0.3263130784034729,
,transform_padding,58,0.0646905918587342,Adam,5,4,2,7,29,0.5370745658874512,
,transform_padding,43,0.0210637080401872,SGD,4,2,2,3,27,0.168792188167572,
,transform_padding,69,0.0111028639135553,RMSprop,5,4,4,7,22,0.3249453008174896,
,transform_padding,90,0.0551570340103501,SGD,4,4,2,7,24,0.1408336162567138,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,1,0.5436780452728271,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,20,0.2380053699016571,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,23,0.2192221879959106,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,24,0.3760287761688232,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,26,0.4794179797172546,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,3,0.2704545259475708,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.3937344551086426,
,transform_padding,52,0.0064874770660586,RMSprop,4,6,2,3,25,0.2817913889884949,
,transform_padding,49,0.0876197110102369,SGD,4,4,4,7,19,0.2936402559280395,
,transform_padding,94,2.0708485661206484e-05,SGD,4,4,4,5,17,0.4300379157066345,
,transform_padding,99,0.0136939864723756,SGD,4,4,2,7,29,0.226225346326828,
,transform_padding,76,0.0030070162326071,SGD,4,4,2,7,28,0.227430909872055,
,transform_padding,78,0.0295639882241421,SGD,4,4,2,7,29,0.2239788472652435,
,transform_padding,70,0.0359286105947178,SGD,4,4,2,3,20,0.2400384396314621,
,transform_padding,79,0.0336400390325894,SGD,4,6,6,5,17,0.4357852339744568,
,transform_padding,84,0.0910492703880982,SGD,4,4,2,7,29,0.213828831911087,
,transform_padding,65,0.0852598623416662,SGD,3,4,2,7,29,0.247342824935913,
,transform_padding,87,0.0038985908561516,SGD,4,2,6,3,0,0.5441597700119019,
,transform_padding,64,0.0328999009404944,RMSprop,4,6,4,5,17,0.5426582098007202,
,transform_padding,88,0.0976199944613017,SGD,3,4,2,7,28,0.2413707375526428,
,transform_padding,78,0.0318807088741989,SGD,4,4,2,7,3,0.2254464924335479,
,transform_padding,86,0.037034258973965,SGD,4,4,2,7,24,0.2044163346290588,
,transform_padding,82,0.0153079789131822,SGD,4,4,2,7,23,0.2180477380752563,
,transform_padding,89,0.0126157512334299,SGD,4,4,2,7,29,0.2222404479980468,
,transform_padding,67,0.0226027818853718,SGD,4,4,2,7,19,0.2110359072685241,
,transform_padding,67,0.0344914477759579,SGD,4,4,2,7,29,0.2061495631933212,
,transform_padding,62,0.0051878367743047,Adam,4,2,4,3,16,0.3589080572128296,
,transform_padding,68,0.007896152613033,RMSprop,3,4,2,5,25,0.2423426359891891,
,transform_padding,39,0.0476884538080522,SGD,4,6,6,7,10,0.3329840302467346,
,transform_padding,10,0.0480595418049644,Adam,5,4,2,7,0,0.5437324047088623,
,transform_padding,71,0.0563982139424707,SGD,4,4,2,7,27,0.2175054997205734,
,transform_padding,58,0.0220609579456106,SGD,4,4,2,7,28,0.21629498898983,
,transform_padding,46,0.0233988504862993,SGD,4,4,2,7,23,0.2242726385593414,
,transform_padding,85,0.0511021643803128,SGD,4,4,2,7,25,0.2165666073560714,
,transform_padding,93,0.0650106901277738,SGD,5,4,2,7,25,0.2100973129272461,
,transform_padding,95,0.0127712854365948,RMSprop,5,2,2,7,22,0.5230478048324585,
,transform_padding,91,0.0203873081795497,SGD,5,4,6,7,2,0.4279915690422058,
,transform_padding,72,0.0646905918587342,Adam,5,4,2,7,2,0.5428802371025085,
,transform_padding,100,0.0077477981071378,SGD,5,2,2,3,17,0.25522181391716,
,transform_padding,61,0.0024931837574375,RMSprop,5,4,4,7,16,0.2740316987037658,
,transform_padding,83,0.0602370138006853,SGD,5,4,2,7,29,0.2165805101394653,
,transform_padding,38,0.063512210106407,Adam,5,4,2,7,3,0.5625604391098022,
,transform_padding,97,0.0171233759731639,SGD,5,4,2,7,8,0.1809915900230407,
,transform_padding,78,0.0572790447079962,SGD,4,4,2,7,22,0.1576228737831115,
,transform_padding,8,0.0886232650857624,Adam,3,2,4,3,29,0.4560326933860779,
,transform_padding,33,0.0082875223637681,RMSprop,5,4,2,7,27,0.4811146855354309,
,transform_padding,32,0.0010821382910613,Adam,3,6,6,7,0,0.2837986648082733,
,transform_padding,54,0.016973078532467,Adam,5,2,2,5,29,0.5137532949447632,
